date,category,channel,ad_platform,campaign_name,ad_name,target_customer,audience_targeting,price,promotion_discount,distribution_index,holiday_flag,holiday_name,revenue,sales_volume,market_share,spend,impressions,clicks,add_to_carts,orders
2024-02-19,Tabletop & Dining,Social,Pinterest,Refresh Tablet 2024,Pinterest - Tablet Ad,Home Enthusiast,Keywords,61.97,0.13,0.7,1,Family Day,4744.42,88,0.17,2962.0,803347,16575,3268,1801
2024-02-19,Storage & Organization,TV,Rogers,Refresh Storag 2024,Rogers - Storag Ad,DIY Decorator,Interests,499.73,0.2,0.98,1,Family Day,39178.83,98,0.18,1197.46,65022,3186,874,490
2024-02-19,Storage & Organization,Social,Meta,Promo Storag 2024,Meta - Storag Ad,DIY Decorator,Broad,27.46,0.03,0.86,1,Family Day,2610.35,98,0.24,2279.18,265610,6570,1469,781
2024-02-19,Storage & Organization,Radio,Rogers,Summer Storag 2024,Rogers - Storag Ad,Home Enthusiast,Interests,23.07,0.09,0.71,1,Family Day,1595.52,76,0.21,1044.02,470888,9108,1793,982
2024-02-19,Home Décor,Email,Salesforce,Promo Home D 2024,Salesforce - Home D Ad,DIY Decorator,Keywords,371.12,0.07,0.76,1,Family Day,23469.63,68,0.08,1608.16,604672,25030,6090,2474
2024-02-19,Bedding & Bath,SEO,Bing,Promo Beddin 2024,Bing - Beddin Ad,Home Enthusiast,Retargeting,478.2,0.12,0.86,1,Family Day,34927.73,83,0.1,594.26,995075,36210,4268,2078
2024-02-19,Bedding & Bath,Social,Pinterest,Refresh Beddin 2024,Pinterest - Beddin Ad,Professional Designer,Interests,121.88,0.06,0.84,1,Family Day,8019.7,70,0.23,456.98,147350,6912,1567,780
2024-02-20,Cookware & Bakeware,Email,Klaviyo,Spring Cookwa 2024,Klaviyo - Cookwa Ad,DIY Decorator,Interests,197.85,0.18,0.92,0,,17034.89,105,0.13,1962.1,594194,28907,5416,2419
2024-02-20,Cookware & Bakeware,Direct,Direct Site,Refresh Cookwa 2024,Direct Site - Cookwa Ad,Home Enthusiast,Keywords,58.23,0.19,0.98,0,,4716.63,100,0.2,436.71,390600,5896,959,456
2024-02-20,Cookware & Bakeware,Social,Meta,Spring Cookwa 2024,Meta - Cookwa Ad,DIY Decorator,Broad,425.85,0.24,0.8,0,,29775.43,92,0.12,2069.98,840259,12647,2943,1524
2024-02-20,Kitchen Appliances,TV,Bell Media,Promo Kitche 2024,Bell Media - Kitche Ad,Professional Designer,Broad,410.83,0.07,0.77,0,,27509.18,72,0.19,527.53,302158,4784,1115,624
2024-02-20,Tabletop & Dining,Social,TikTok,Refresh Tablet 2024,TikTok - Tablet Ad,Professional Designer,Keywords,147.62,0.21,0.87,0,,11195.5,96,0.18,725.54,310654,11856,2078,1238
2024-02-20,Tabletop & Dining,Email,Klaviyo,Summer Tablet 2024,Klaviyo - Tablet Ad,DIY Decorator,Broad,354.7,0.01,0.96,0,,36871.07,105,0.09,1513.76,415840,9133,2402,1399
2024-02-20,Tabletop & Dining,SEM,Google,Promo Tablet 2024,Google - Tablet Ad,Professional Designer,Retargeting,343.78,0.25,0.93,0,,26557.0,103,0.13,1630.75,301788,6426,1828,987
2024-02-20,Storage & Organization,TV,Bell Media,Summer Storag 2024,Bell Media - Storag Ad,Professional Designer,Keywords,427.16,0.18,0.84,0,,29773.05,85,0.08,498.93,734762,21526,6015,2658
2024-02-20,Storage & Organization,Display,BlogTO,Spring Storag 2024,BlogTO - Storag Ad,Professional Designer,Keywords,343.98,0.25,0.74,0,,17800.97,69,0.24,1338.62,887544,14847,1651,777
2024-02-20,Storage & Organization,Radio,Bell Media,Spring Storag 2024,Bell Media - Storag Ad,Home Enthusiast,Interests,302.8,0.24,0.89,0,,19791.01,86,0.13,198.58,257555,6661,1069,555
2024-02-20,Home Décor,Referring Domain,Design*Sponge,Spring Home D 2024,Design*Sponge - Home D Ad,Professional Designer,Retargeting,148.48,0.16,0.81,0,,9728.41,78,0.07,339.65,517982,18469,5202,2314
2024-02-20,Bedding & Bath,eFlyers,RetailMeNot,Refresh Beddin 2024,RetailMeNot - Beddin Ad,DIY Decorator,Keywords,400.26,0.05,0.85,0,,29279.02,77,0.18,1357.6,604180,9068,1496,811
2024-02-20,Bedding & Bath,Partnership/Affiliate,Rakuten,Promo Beddin 2024,Rakuten - Beddin Ad,DIY Decorator,Keywords,205.99,0.2,0.94,0,,14172.11,86,0.16,285.4,882809,29475,7155,3992
2024-02-20,Bedding & Bath,SEO,Google,Spring Beddin 2024,Google - Beddin Ad,Home Enthusiast,Broad,17.58,0.11,0.79,0,,1282.99,82,0.06,1767.73,689343,11338,2409,1373
2024-02-21,Cookware & Bakeware,SEO,Google,Refresh Cookwa 2024,Google - Cookwa Ad,Professional Designer,Broad,220.18,0.24,0.7,0,,12215.59,73,0.11,2844.02,549675,25386,4028,2041
2024-02-21,Kitchen Appliances,eFlyers,RetailMeNot,Refresh Kitche 2024,RetailMeNot - Kitche Ad,DIY Decorator,Interests,308.99,0.13,0.91,0,,23656.27,88,0.18,229.73,43518,762,121,68
2024-02-21,Tabletop & Dining,eFlyers,Flipp,Refresh Tablet 2024,Flipp - Tablet Ad,Professional Designer,Broad,368.62,0.11,0.86,0,,28214.17,86,0.1,1984.33,176252,4582,534,240
2024-02-21,Storage & Organization,SEM,Google,Spring Storag 2024,Google - Storag Ad,DIY Decorator,Interests,497.75,0.17,0.76,0,,30158.67,73,0.12,2006.22,865365,26356,3500,1975
2024-02-21,Storage & Organization,Email,Salesforce,Promo Storag 2024,Salesforce - Storag Ad,Home Enthusiast,Broad,52.6,0.03,0.73,0,,3826.65,75,0.16,291.28,676274,9169,2584,1435
2024-02-21,Home Décor,Display,CTV,Spring Home D 2024,CTV - Home D Ad,Home Enthusiast,Retargeting,490.05,0.06,0.99,0,,46985.99,102,0.21,458.16,557049,21799,3516,1983
2024-02-21,Bedding & Bath,SEO,Bing,Refresh Beddin 2024,Bing - Beddin Ad,DIY Decorator,Interests,309.62,0.22,0.75,0,,20286.3,84,0.24,1229.73,366940,15500,3651,2036
2024-02-21,Bedding & Bath,Partnership/Affiliate,Honey,Promo Beddin 2024,Honey - Beddin Ad,DIY Decorator,Broad,140.64,0.17,0.91,0,,13307.36,114,0.18,513.74,600130,23655,2615,1425
2024-02-22,Cookware & Bakeware,Display,BlogTO,Promo Cookwa 2024,BlogTO - Cookwa Ad,DIY Decorator,Retargeting,103.81,0.25,0.94,0,,6540.03,84,0.15,899.89,453544,13979,3406,1991
2024-02-22,Cookware & Bakeware,Display,CTV,Spring Cookwa 2024,CTV - Cookwa Ad,Professional Designer,Retargeting,388.73,0.21,0.89,0,,28559.99,93,0.07,796.11,103181,1713,190,104
2024-02-22,Kitchen Appliances,Radio,Bell Media,Promo Kitche 2024,Bell Media - Kitche Ad,DIY Decorator,Broad,247.63,0.13,1.0,0,,20682.06,96,0.23,2123.86,430167,4540,626,354
2024-02-22,Kitchen Appliances,Social,TikTok,Promo Kitche 2024,TikTok - Kitche Ad,DIY Decorator,Interests,133.45,0.18,0.99,0,,10833.47,99,0.21,2652.96,558764,20877,2264,1108
2024-02-22,Kitchen Appliances,SEM,Google,Summer Kitche 2024,Google - Kitche Ad,Home Enthusiast,Interests,422.11,0.13,0.99,0,,33785.68,92,0.13,1199.37,396416,19340,3241,1736
2024-02-22,Tabletop & Dining,SEO,Bing,Refresh Tablet 2024,Bing - Tablet Ad,Professional Designer,Interests,143.4,0.0,0.89,0,,14053.2,98,0.13,2776.86,979241,46342,10593,5986
2024-02-22,Tabletop & Dining,Social,Meta,Promo Tablet 2024,Meta - Tablet Ad,Home Enthusiast,Interests,17.86,0.12,0.79,0,,1163.04,74,0.07,1114.19,762526,13303,2273,955
2024-02-22,Tabletop & Dining,Radio,Bell Media,Spring Tablet 2024,Bell Media - Tablet Ad,DIY Decorator,Broad,214.2,0.23,0.7,0,,12370.05,75,0.2,825.39,498563,12870,2057,999
2024-02-22,Storage & Organization,Partnership/Affiliate,Honey,Spring Storag 2024,Honey - Storag Ad,Professional Designer,Retargeting,93.49,0.09,0.83,0,,6891.15,81,0.12,2624.49,213105,3074,482,205
2024-02-22,Home Décor,Email,Klaviyo,Summer Home D 2024,Klaviyo - Home D Ad,DIY Decorator,Broad,474.96,0.24,0.99,0,,32126.29,89,0.07,1518.3,524640,22031,5350,2487
2024-02-22,Home Décor,TV,Rogers,Summer Home D 2024,Rogers - Home D Ad,Home Enthusiast,Keywords,399.47,0.03,0.8,0,,27511.5,71,0.05,2084.87,59567,2211,372,221
2024-02-22,Bedding & Bath,Social,Meta,Promo Beddin 2024,Meta - Beddin Ad,Professional Designer,Interests,250.68,0.19,0.77,0,,16853.22,83,0.08,1582.6,266584,5663,696,315
2024-02-22,Bedding & Bath,Display,BlogTO,Promo Beddin 2024,BlogTO - Beddin Ad,Home Enthusiast,Retargeting,357.63,0.2,0.91,0,,26607.67,93,0.15,625.45,901398,30330,6881,3068
2024-02-22,Bedding & Bath,SEM,Bing,Spring Beddin 2024,Bing - Beddin Ad,Professional Designer,Broad,465.61,0.11,0.88,0,,46826.4,113,0.07,247.77,432082,13394,3214,1915
2024-02-23,Cookware & Bakeware,Email,Salesforce,Promo Cookwa 2024,Salesforce - Cookwa Ad,Home Enthusiast,Retargeting,327.28,0.08,0.78,0,,26195.49,87,0.11,1117.97,443382,8813,2459,1072
2024-02-23,Kitchen Appliances,Social,TikTok,Refresh Kitche 2024,TikTok - Kitche Ad,Home Enthusiast,Interests,243.95,0.23,0.73,0,,17281.42,92,0.09,2850.15,386242,9026,1103,588
2024-02-23,Tabletop & Dining,Partnership/Affiliate,Rakuten,Refresh Tablet 2024,Rakuten - Tablet Ad,Professional Designer,Interests,375.32,0.15,0.88,0,,25521.76,80,0.1,900.25,617711,15666,4346,1851
2024-02-23,Tabletop & Dining,eFlyers,Flipp,Spring Tablet 2024,Flipp - Tablet Ad,DIY Decorator,Broad,108.57,0.11,0.73,0,,7343.67,76,0.24,1895.13,321120,12528,3732,1643
2024-02-23,Tabletop & Dining,SEM,Google,Summer Tablet 2024,Google - Tablet Ad,Home Enthusiast,Retargeting,281.99,0.06,0.96,0,,24386.5,92,0.22,2729.76,369211,16908,3207,1742
2024-02-23,Storage & Organization,SEO,Bing,Promo Storag 2024,Bing - Storag Ad,DIY Decorator,Keywords,95.96,0.07,0.99,0,,9638.22,108,0.11,2871.83,68746,2871,685,375
2024-02-23,Storage & Organization,TV,Rogers,Spring Storag 2024,Rogers - Storag Ad,Home Enthusiast,Retargeting,379.1,0.1,0.93,0,,35142.57,103,0.13,887.33,198007,2008,430,222
2024-02-23,Home Décor,Partnership/Affiliate,Honey,Refresh Home D 2024,Honey - Home D Ad,Professional Designer,Broad,158.74,0.07,0.74,0,,11515.0,78,0.09,1647.34,311019,3596,466,268
2024-02-23,Bedding & Bath,Direct,Direct Site,Summer Beddin 2024,Direct Site - Beddin Ad,Home Enthusiast,Keywords,15.68,0.09,0.88,0,,1298.46,91,0.12,341.41,744730,33780,5161,2202
2024-02-24,Cookware & Bakeware,Direct,Direct Site,Spring Cookwa 2024,Direct Site - Cookwa Ad,DIY Decorator,Keywords,414.61,0.05,0.99,0,,39781.83,101,0.09,2917.65,568492,20632,5644,3317
2024-02-24,Cookware & Bakeware,eFlyers,Flipp,Promo Cookwa 2024,Flipp - Cookwa Ad,DIY Decorator,Interests,436.96,0.16,0.87,0,,28996.67,79,0.21,739.85,286850,5208,1176,672
2024-02-24,Cookware & Bakeware,TV,Bell Media,Promo Cookwa 2024,Bell Media - Cookwa Ad,Home Enthusiast,Retargeting,193.79,0.23,0.73,0,,11340.59,76,0.09,636.58,909241,15497,3315,1951
2024-02-24,Kitchen Appliances,Referring Domain,Design*Sponge,Spring Kitche 2024,Design*Sponge - Kitche Ad,Professional Designer,Broad,444.35,0.2,0.91,0,,29504.84,83,0.09,516.21,452107,8956,2524,1499
2024-02-24,Tabletop & Dining,Partnership/Affiliate,Rakuten,Spring Tablet 2024,Rakuten - Tablet Ad,DIY Decorator,Keywords,198.27,0.01,0.95,0,,19236.16,98,0.2,1969.0,50864,777,197,89
2024-02-24,Storage & Organization,eFlyers,Flipp,Spring Storag 2024,Flipp - Storag Ad,Home Enthusiast,Interests,428.57,0.02,0.74,0,,33179.89,79,0.2,2687.93,860076,14213,2364,1018
2024-02-24,Storage & Organization,Social,TikTok,Refresh Storag 2024,TikTok - Storag Ad,DIY Decorator,Keywords,25.29,0.01,0.86,0,,2103.12,84,0.07,2670.72,440457,6903,1949,788
2024-02-24,Storage & Organization,TV,Rogers,Summer Storag 2024,Rogers - Storag Ad,Professional Designer,Interests,124.55,0.22,0.82,0,,6800.43,70,0.23,2486.08,122869,3645,1086,483
2024-02-24,Home Décor,Email,Klaviyo,Refresh Home D 2024,Klaviyo - Home D Ad,Home Enthusiast,Interests,462.81,0.23,0.97,0,,37061.82,104,0.17,616.4,561249,13129,1789,867
2024-02-24,Home Décor,Referring Domain,Design*Sponge,Refresh Home D 2024,Design*Sponge - Home D Ad,Professional Designer,Keywords,146.48,0.12,0.81,0,,9667.68,75,0.1,2730.26,842480,10998,1104,647
2024-02-24,Bedding & Bath,Referring Domain,FoodNetwork.ca,Refresh Beddin 2024,FoodNetwork.ca - Beddin Ad,Home Enthusiast,Retargeting,231.65,0.2,0.99,0,,16493.48,89,0.21,428.18,453217,21928,3414,1427
2024-02-25,Cookware & Bakeware,SEM,Bing,Refresh Cookwa 2024,Bing - Cookwa Ad,Professional Designer,Retargeting,220.56,0.17,0.82,0,,13546.8,74,0.21,1067.05,846105,40410,11489,5476
2024-02-25,Kitchen Appliances,Radio,Rogers,Summer Kitche 2024,Rogers - Kitche Ad,Professional Designer,Keywords,296.77,0.11,0.87,0,,18488.77,70,0.19,2270.02,742246,10012,1725,760
2024-02-25,Kitchen Appliances,Social,Meta,Promo Kitche 2024,Meta - Kitche Ad,Home Enthusiast,Keywords,43.9,0.09,0.95,0,,3475.56,87,0.22,2475.13,314012,8922,2382,1215
2024-02-25,Kitchen Appliances,TV,Bell Media,Summer Kitche 2024,Bell Media - Kitche Ad,Home Enthusiast,Keywords,377.29,0.03,0.91,0,,38061.02,104,0.08,2225.94,734937,35715,6226,3363
2024-02-25,Tabletop & Dining,eFlyers,Flipp,Promo Tablet 2024,Flipp - Tablet Ad,DIY Decorator,Broad,29.64,0.09,0.72,0,,1968.99,73,0.07,1750.63,858238,22880,5790,2859
2024-02-25,Tabletop & Dining,SEM,Bing,Promo Tablet 2024,Bing - Tablet Ad,Professional Designer,Interests,230.33,0.16,0.7,0,,12769.5,66,0.07,274.0,678662,7658,1916,959
2024-02-25,Tabletop & Dining,Social,Meta,Promo Tablet 2024,Meta - Tablet Ad,DIY Decorator,Retargeting,283.77,0.21,0.98,0,,22417.83,100,0.15,2157.12,449250,21230,3277,1371
2024-02-25,Storage & Organization,SEM,Google,Promo Storag 2024,Google - Storag Ad,DIY Decorator,Keywords,121.17,0.05,0.92,0,,10475.15,91,0.16,2540.97,861223,32465,6346,3366
2024-02-25,Storage & Organization,TV,Rogers,Summer Storag 2024,Rogers - Storag Ad,Home Enthusiast,Interests,328.62,0.05,0.73,0,,23101.99,74,0.07,1849.25,892734,20906,3092,1337
2024-02-25,Home Décor,SEO,Google,Spring Home D 2024,Google - Home D Ad,Professional Designer,Broad,282.57,0.16,0.71,0,,14716.25,62,0.1,2932.32,597232,7044,2094,1040
2024-02-25,Bedding & Bath,Email,Klaviyo,Refresh Beddin 2024,Klaviyo - Beddin Ad,Home Enthusiast,Interests,379.56,0.24,0.85,0,,21923.39,76,0.11,1232.86,378122,18510,4452,1867
2024-02-26,Cookware & Bakeware,Partnership/Affiliate,Rakuten,Summer Cookwa 2024,Rakuten - Cookwa Ad,Home Enthusiast,Retargeting,246.32,0.22,0.71,0,,11143.52,58,0.08,2078.88,87578,3976,471,256
2024-02-26,Cookware & Bakeware,Display,BlogTO,Summer Cookwa 2024,BlogTO - Cookwa Ad,DIY Decorator,Broad,496.81,0.13,1.0,0,,46680.27,108,0.17,1617.53,810973,19184,4931,2306
2024-02-26,Kitchen Appliances,eFlyers,RetailMeNot,Spring Kitche 2024,RetailMeNot - Kitche Ad,DIY Decorator,Retargeting,130.97,0.25,0.88,0,,9135.16,93,0.24,1744.01,526690,7319,753,416
2024-02-26,Kitchen Appliances,Direct,Direct Site,Promo Kitche 2024,Direct Site - Kitche Ad,Home Enthusiast,Retargeting,167.15,0.23,0.75,0,,11712.2,91,0.11,1153.65,98563,1266,306,150
2024-02-26,Tabletop & Dining,Direct,Direct Site,Summer Tablet 2024,Direct Site - Tablet Ad,Home Enthusiast,Retargeting,34.2,0.21,0.82,0,,2134.42,79,0.22,2759.71,140249,3875,784,411
2024-02-26,Tabletop & Dining,Email,Salesforce,Spring Tablet 2024,Salesforce - Tablet Ad,DIY Decorator,Retargeting,260.38,0.07,0.96,0,,23488.88,97,0.19,1899.78,680143,8353,2156,1164
2024-02-26,Storage & Organization,Social,Pinterest,Spring Storag 2024,Pinterest - Storag Ad,Professional Designer,Retargeting,91.73,0.1,0.72,0,,5944.1,72,0.13,1440.61,103045,2468,478,242
2024-02-26,Storage & Organization,Radio,Bell Media,Spring Storag 2024,Bell Media - Storag Ad,Home Enthusiast,Keywords,459.97,0.23,0.93,0,,27271.62,77,0.09,1053.29,337697,8002,1767,781
2024-02-26,Storage & Organization,Radio,Bell Media,Refresh Storag 2024,Bell Media - Storag Ad,Professional Designer,Keywords,279.36,0.24,0.74,0,,13375.76,63,0.09,1747.8,635275,26026,2927,1644
2024-02-26,Home Décor,Radio,Bell Media,Spring Home D 2024,Bell Media - Home D Ad,Home Enthusiast,Keywords,477.03,0.17,0.78,0,,34050.4,86,0.18,342.41,77623,1626,189,108
2024-02-26,Home Décor,Radio,Rogers,Summer Home D 2024,Rogers - Home D Ad,DIY Decorator,Interests,104.28,0.01,0.97,0,,9291.35,90,0.14,2893.76,316327,5245,890,430
2024-02-26,Bedding & Bath,Partnership/Affiliate,Rakuten,Promo Beddin 2024,Rakuten - Beddin Ad,Professional Designer,Retargeting,414.16,0.14,0.97,0,,28850.39,81,0.09,2195.9,611590,21198,3492,2085
2024-02-26,Bedding & Bath,Email,Klaviyo,Summer Beddin 2024,Klaviyo - Beddin Ad,Professional Designer,Broad,257.23,0.08,0.94,0,,22481.9,95,0.18,862.13,762371,7735,1470,832
2024-02-27,Cookware & Bakeware,Referring Domain,Design*Sponge,Spring Cookwa 2024,Design*Sponge - Cookwa Ad,Home Enthusiast,Broad,376.67,0.05,0.91,0,,31489.61,88,0.2,1842.74,231636,5541,1609,956
2024-02-27,Kitchen Appliances,Social,Meta,Refresh Kitche 2024,Meta - Kitche Ad,Home Enthusiast,Interests,449.88,0.13,0.96,0,,38748.16,99,0.19,1981.84,483148,12833,2186,1236
2024-02-27,Kitchen Appliances,TV,Rogers,Spring Kitche 2024,Rogers - Kitche Ad,Home Enthusiast,Retargeting,222.77,0.04,0.88,0,,22241.36,104,0.16,1206.53,891142,32423,7653,4031
2024-02-27,Kitchen Appliances,eFlyers,Flipp,Spring Kitche 2024,Flipp - Kitche Ad,Home Enthusiast,Keywords,330.07,0.15,0.82,0,,19358.61,69,0.15,2280.01,977269,31066,7042,3525
2024-02-27,Tabletop & Dining,Referring Domain,Design*Sponge,Promo Tablet 2024,Design*Sponge - Tablet Ad,Home Enthusiast,Broad,391.79,0.14,0.73,0,,23585.76,70,0.22,2856.6,372645,18149,5132,2476
2024-02-27,Storage & Organization,TV,Bell Media,Refresh Storag 2024,Bell Media - Storag Ad,Home Enthusiast,Interests,144.79,0.16,0.79,0,,10946.12,90,0.23,2737.08,711007,13979,3914,1890
2024-02-27,Storage & Organization,Social,Pinterest,Summer Storag 2024,Pinterest - Storag Ad,Professional Designer,Interests,177.52,0.24,1.0,0,,14705.76,109,0.1,2923.12,207019,7173,1281,525
2024-02-27,Storage & Organization,eFlyers,RetailMeNot,Summer Storag 2024,RetailMeNot - Storag Ad,DIY Decorator,Retargeting,489.02,0.04,0.97,0,,37556.74,80,0.15,1368.46,109415,4201,526,222
2024-02-27,Home Décor,TV,Rogers,Summer Home D 2024,Rogers - Home D Ad,Professional Designer,Broad,60.23,0.01,0.7,0,,3637.29,61,0.2,543.84,653124,25016,7107,2954
2024-02-27,Home Décor,TV,Bell Media,Summer Home D 2024,Bell Media - Home D Ad,Professional Designer,Interests,105.48,0.16,0.77,0,,7176.86,81,0.09,2537.32,766593,31584,8123,4500
2024-02-27,Home Décor,Referring Domain,FoodNetwork.ca,Refresh Home D 2024,FoodNetwork.ca - Home D Ad,Home Enthusiast,Broad,319.31,0.16,0.87,0,,20116.53,75,0.07,1431.47,629840,9389,1205,545
2024-02-27,Bedding & Bath,SEO,Google,Promo Beddin 2024,Google - Beddin Ad,Professional Designer,Broad,204.54,0.12,0.71,0,,15479.59,86,0.06,2881.73,85019,1565,287,165
2024-02-28,Cookware & Bakeware,Radio,Bell Media,Summer Cookwa 2024,Bell Media - Cookwa Ad,Professional Designer,Keywords,453.26,0.16,0.89,0,,35027.93,92,0.22,439.9,364462,18131,3567,1864
2024-02-28,Cookware & Bakeware,Partnership/Affiliate,Rakuten,Summer Cookwa 2024,Rakuten - Cookwa Ad,DIY Decorator,Interests,464.39,0.05,0.71,0,,27352.57,62,0.05,1584.06,164746,3072,531,307
2024-02-28,Cookware & Bakeware,Social,Meta,Summer Cookwa 2024,Meta - Cookwa Ad,Home Enthusiast,Keywords,367.96,0.23,0.78,0,,21249.69,75,0.15,2864.37,370484,14198,3271,1613
2024-02-28,Kitchen Appliances,TV,Rogers,Summer Kitche 2024,Rogers - Kitche Ad,Professional Designer,Broad,110.97,0.21,0.92,0,,7714.63,88,0.24,398.39,836681,34017,5521,3085
2024-02-28,Kitchen Appliances,Radio,Rogers,Promo Kitche 2024,Rogers - Kitche Ad,Professional Designer,Interests,410.71,0.16,0.88,0,,28634.7,83,0.14,1744.71,397125,18234,4811,2356
2024-02-28,Tabletop & Dining,Partnership/Affiliate,Honey,Promo Tablet 2024,Honey - Tablet Ad,Professional Designer,Interests,208.18,0.03,0.94,0,,18577.98,92,0.14,639.15,262234,3384,783,371
2024-02-28,Storage & Organization,SEO,Google,Refresh Storag 2024,Google - Storag Ad,DIY Decorator,Keywords,362.65,0.05,0.87,0,,31351.09,91,0.11,774.68,74452,1892,416,210
2024-02-28,Storage & Organization,SEO,Bing,Spring Storag 2024,Bing - Storag Ad,DIY Decorator,Retargeting,345.83,0.11,0.94,0,,29855.5,97,0.09,244.01,522927,15659,4667,2259
2024-02-28,Home Décor,Radio,Bell Media,Refresh Home D 2024,Bell Media - Home D Ad,DIY Decorator,Retargeting,129.66,0.01,0.71,0,,7830.17,61,0.21,1769.7,9872,458,71,40
2024-02-28,Bedding & Bath,Social,TikTok,Spring Beddin 2024,TikTok - Beddin Ad,Professional Designer,Keywords,48.69,0.02,0.94,0,,4914.77,103,0.19,896.55,795303,18954,2197,1219
2024-02-28,Bedding & Bath,Radio,Bell Media,Promo Beddin 2024,Bell Media - Beddin Ad,Professional Designer,Retargeting,254.27,0.16,0.97,0,,16446.18,77,0.22,2819.34,112734,1259,137,55
2024-02-29,Cookware & Bakeware,Email,Salesforce,Summer Cookwa 2024,Salesforce - Cookwa Ad,Home Enthusiast,Keywords,107.71,0.23,0.81,0,,5805.57,70,0.23,2969.74,984485,36947,4082,2353
2024-02-29,Kitchen Appliances,SEO,Google,Refresh Kitche 2024,Google - Kitche Ad,Home Enthusiast,Interests,174.72,0.15,0.94,0,,13069.06,88,0.1,593.98,149455,4982,617,286
2024-02-29,Tabletop & Dining,eFlyers,RetailMeNot,Promo Tablet 2024,RetailMeNot - Tablet Ad,DIY Decorator,Keywords,268.06,0.06,0.84,0,,22425.9,89,0.15,913.57,815175,31983,4642,2101
2024-02-29,Storage & Organization,SEO,Bing,Summer Storag 2024,Bing - Storag Ad,DIY Decorator,Broad,352.06,0.02,0.85,0,,32431.77,94,0.09,2044.45,495891,21194,2915,1226
2024-02-29,Storage & Organization,Display,BlogTO,Refresh Storag 2024,BlogTO - Storag Ad,Professional Designer,Retargeting,332.82,0.21,0.73,0,,17879.09,68,0.08,2758.42,409305,20057,5487,2758
2024-02-29,Home Décor,Display,YouTube,Refresh Home D 2024,YouTube - Home D Ad,Professional Designer,Broad,347.84,0.24,0.87,0,,23263.54,88,0.07,1436.77,117379,4671,691,399
2024-02-29,Home Décor,SEM,Bing,Spring Home D 2024,Bing - Home D Ad,Professional Designer,Retargeting,185.7,0.03,0.87,0,,13509.67,75,0.12,714.99,421209,12673,2554,1048
2024-02-29,Bedding & Bath,Email,Klaviyo,Spring Beddin 2024,Klaviyo - Beddin Ad,DIY Decorator,Retargeting,370.02,0.11,0.79,0,,25686.79,78,0.13,1822.74,560286,19216,3914,1651
2024-02-29,Bedding & Bath,Social,TikTok,Summer Beddin 2024,TikTok - Beddin Ad,Home Enthusiast,Broad,70.87,0.22,0.87,0,,4588.12,83,0.1,1643.18,293840,5600,1254,681
2024-03-01,Cookware & Bakeware,TV,Bell Media,Summer Cookwa 2024,Bell Media - Cookwa Ad,DIY Decorator,Interests,255.16,0.04,0.76,0,,20821.06,85,0.18,2146.97,306967,12080,1435,718
2024-03-01,Cookware & Bakeware,eFlyers,RetailMeNot,Refresh Cookwa 2024,RetailMeNot - Cookwa Ad,DIY Decorator,Broad,97.56,0.17,0.75,0,,6639.93,82,0.12,1420.13,18353,672,124,50
2024-03-01,Kitchen Appliances,SEO,Google,Spring Kitche 2024,Google - Kitche Ad,DIY Decorator,Interests,485.23,0.15,0.85,0,,34232.98,83,0.1,417.22,863706,9237,2180,998
2024-03-01,Kitchen Appliances,Display,BlogTO,Summer Kitche 2024,BlogTO - Kitche Ad,Home Enthusiast,Keywords,63.5,0.2,0.8,0,,4419.6,87,0.15,1117.27,577223,11713,2310,1092
2024-03-01,Tabletop & Dining,Email,Salesforce,Refresh Tablet 2024,Salesforce - Tablet Ad,DIY Decorator,Retargeting,69.69,0.17,0.92,0,,5379.37,93,0.05,2938.05,902859,16982,5074,2392
2024-03-01,Storage & Organization,Display,BlogTO,Promo Storag 2024,BlogTO - Storag Ad,Professional Designer,Broad,376.02,0.05,0.99,0,,44295.16,124,0.18,2899.81,924752,32436,6778,3948
2024-03-01,Home Décor,SEM,Bing,Refresh Home D 2024,Bing - Home D Ad,Professional Designer,Retargeting,300.74,0.24,0.78,0,,14856.56,65,0.09,1780.6,740928,17582,3911,1903
2024-03-01,Home Décor,Radio,Rogers,Refresh Home D 2024,Rogers - Home D Ad,Home Enthusiast,Keywords,256.98,0.17,0.84,0,,17703.35,83,0.08,2903.35,659096,21305,2823,1404
2024-03-01,Home Décor,SEO,Bing,Spring Home D 2024,Bing - Home D Ad,Professional Designer,Keywords,120.4,0.21,0.74,0,,5802.08,61,0.15,114.76,374366,13630,1364,614
2024-03-01,Bedding & Bath,Direct,Direct Site,Spring Beddin 2024,Direct Site - Beddin Ad,DIY Decorator,Interests,84.18,0.18,0.83,0,,4969.99,72,0.23,943.33,38697,1119,191,107
2024-03-01,Bedding & Bath,Referring Domain,Design*Sponge,Promo Beddin 2024,Design*Sponge - Beddin Ad,Professional Designer,Keywords,448.12,0.23,0.88,0,,32779.98,95,0.08,1363.87,923481,21146,4559,2446
2024-03-02,Cookware & Bakeware,Direct,Direct Site,Promo Cookwa 2024,Direct Site - Cookwa Ad,DIY Decorator,Broad,161.02,0.02,0.87,0,,13255.17,84,0.18,1682.91,399228,16486,4397,1843
2024-03-02,Kitchen Appliances,Radio,Rogers,Refresh Kitche 2024,Rogers - Kitche Ad,Professional Designer,Interests,222.42,0.11,0.82,0,,16034.26,81,0.06,1720.84,809016,21711,5453,2852
